date,arrivals,search_trends,log_arrivals,log_search_trends,time_idx,diff_1,covid_dummy,lag_1,lag_3,lag_6,lag_12,lag_24,roll_mean_3,roll_mean_6,roll_mean_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
2017-01-01,1007238,75,13.822723482169936,4.330733340286331,84,0.11560023822168297,0,13.707123243948253,13.619673273838314,13.660538374128313,13.611189987582735,13.459825124298735,13.692333419850064,13.679911510456607,13.63188335442708,False,False,False,False,False,False,False,False,False,False,False
2017-02-01,1199421,63,13.99735033205291,4.1588830833596715,85,0.1746268498829746,0,13.822723482169936,13.75020374176362,13.721053713965365,13.645584261538078,13.535797977912118,13.76001682262727,13.706942361796878,13.649511145642679,True,False,False,False,False,False,False,False,False,False,False
2017-03-01,1005821,62,13.8213156756166,4.143134726391533,86,-0.1760346564363111,0,13.99735033205291,13.707123243948253,13.62087671509578,13.62991444566066,13.33407543748871,13.842399019390365,13.752991798144803,13.67882498485225,False,True,False,False,False,False,False,False,False,False,False
2017-04-01,1071650,59,13.884711007905327,4.0943445622221,87,0.06339533228872796,0,13.8213156756166,13.822723482169936,13.619673273838314,13.591883139605285,13.445085802851352,13.880463163279815,13.786398291564938,13.69477508734858,False,False,True,False,False,False,False,False,False,False,False
2017-05-01,972844,61,13.787980047347846,4.127134385045092,88,-0.09673096055748154,0,13.884711007905327,13.99735033205291,13.75020374176362,13.550729575585114,13.265370483318426,13.90112567185828,13.830571247242775,13.719177409706916,False,False,False,True,False,False,False,False,False,False,False
2017-06-01,949362,60,13.763546512357623,4.110873864173311,89,-0.024433534990222938,0,13.787980047347846,13.8213156756166,13.707123243948253,13.47382978041345,13.179586455820145,13.83133557695659,13.836867298173479,13.738948282353808,False,False,False,False,True,False,False,False,False,False,False
2017-07-01,1036880,65,13.851727726528548,4.189654742026425,90,0.08818121417092506,0,13.763546512357623,13.884711007905327,13.822723482169936,13.660538374128313,13.293905376298046,13.8120791892036,13.846271176241707,13.763091343349158,False,False,False,False,False,True,False,False,False,False,False
2017-08-01,1229163,62,14.021844821468223,4.143134726391533,91,0.17011709493967508,0,13.851727726528548,13.787980047347846,13.99735033205291,13.721053713965365,13.407521266784803,13.801084762078005,13.851105216968143,13.779023789382508,False,False,False,False,False,False,True,False,False,False,False
2017-09-01,975952,62,13.791169708498,4.143134726391533,92,-0.23067511297022314,0,14.021844821468223,13.763546512357623,13.8213156756166,13.62087671509578,13.34762468468954,13.879039686784798,13.855187631870693,13.804089715007748,False,False,False,False,False,False,False,True,False,False,False
2017-10-01,1024899,70,13.840105604819655,4.2626798770413155,93,0.04893589632165529,0,13.791169708498,13.851727726528548,13.884711007905327,13.619673273838314,13.38334206702156,13.888247418831591,13.850163304017594,13.818280797791267,False,False,False,False,False,False,False,False,True,False,False
2017-11-01,1172568,71,13.974707626185133,4.276666119016055,94,0.1346020213654775,0,13.840105604819655,14.021844821468223,13.787980047347846,13.75020374176362,13.504547576000267,13.88437337826196,13.84272907016998,13.836650158706378,False,False,False,False,False,False,False,False,False,True,False
2017-12-01,1276353,62,14.059518133877518,4.143134726391533,95,0.08481050769238507,0,13.974707626185133,13.791169708498,13.763546512357623,13.707123243948253,13.542124475806565,13.868660979834262,13.873850333309528,13.855358815741505,False,False,False,False,False,False,False,False,False,False,True
2018-01-01,1430242,73,14.173354917869542,4.30406509320417,96,0.11383678399202424,0,14.059518133877518,13.840105604819655,13.851727726528548,13.822723482169936,13.611189987582735,13.958110454960769,13.923178936896178,13.884725056568941,False,False,False,False,False,False,False,False,False,False,False
2018-02-01,1431845,63,14.174475078820242,4.1588830833596715,97,0.001120160950700111,0,14.173354917869542,13.974707626185133,14.021844821468223,13.99735033205291,13.645584261538078,14.069193559310731,13.976783468786344,13.913944342877244,True,False,False,False,False,False,False,False,False,False,False
2018-03-01,1343314,70,14.110650997518945,4.2626798770413155,98,-0.06382408130129669,0,14.174475078820242,14.059518133877518,13.791169708498,13.8213156756166,13.62991444566066,14.1357827101891,14.00222184501168,13.928704738441189,False,True,False,False,False,False,False,False,False,False,False
2018-04-01,1341913,62,14.109607511002805,4.143134726391533,99,-0.0010434865161403906,0,14.110650997518945,14.173354917869542,13.840105604819655,13.884711007905327,13.591883139605285,14.152826998069576,14.055468726515173,13.952816015266384,False,False,True,False,False,False,False,False,False,False,False
2018-05-01,1161114,59,13.964891308315563,4.0943445622221,100,-0.14471620268724195,0,14.109607511002805,14.174475078820242,13.974707626185133,13.787980047347846,13.550729575585114,14.13157786244733,14.100385710879031,13.971557390524508,False,False,False,True,False,False,False,False,False,False,False
2018-06-01,1183102,58,13.983651205949807,4.07753744390572,101,0.018759897634243572,0,13.964891308315563,14.110650997518945,14.059518133877518,13.763546512357623,13.47382978041345,14.061716605612437,14.09874965790077,13.986299995605151,False,False,False,False,True,False,False,False,False,False,False
2018-07-01,1188817,64,13.98847009414998,4.174387269895637,102,0.004818888200173177,0,13.983651205949807,14.109607511002805,14.173354917869542,13.851727726528548,13.660538374128313,14.01938334175606,14.086105169912818,14.004642053404497,False,False,False,False,False,True,False,False,False,False,False
2018-08-01,1323546,65,14.095825811919024,4.189654742026425,103,0.10735571776904429,0,13.98847009414998,13.964891308315563,14.174475078820242,14.021844821468223,13.721053713965365,13.979004202805116,14.055291032626224,14.016037250706285,False,False,False,False,False,False,True,False,False,False,False
